SEASON,HOME_TEAM_GOAL,AWAY_TEAM_GOAL,LEAGUE_NAME,MATCH_API_ID
2013/2014,1,2,Scotland Premier League,1474514
2013/2014,1,0,Scotland Premier League,1474515
2013/2014,2,1,Scotland Premier League,1474517
2013/2014,2,0,Scotland Premier League,1474519
2013/2014,2,1,Scotland Premier League,1474523
2013/2014,3,3,Scotland Premier League,1474525
2013/2014,4,2,Scotland Premier League,1474528
2013/2014,1,5,Scotland Premier League,1474529
2013/2014,1,1,Scotland Premier League,1474530
2013/2014,0,1,Scotland Premier League,1474531
2013/2014,1,1,Scotland Premier League,1474532
2013/2014,1,1,Scotland Premier League,1474534
2013/2014,2,0,Scotland Premier League,1474536
2013/2014,2,2,Scotland Premier League,1474538
2013/2014,1,2,Scotland Premier League,1474546
2013/2014,1,1,Scotland Premier League,1474551
2013/2014,0,2,Scotland Premier League,1474555
2013/2014,0,2,Scotland Premier League,1474557
2013/2014,1,2,Scotland Premier League,1474558
2013/2014,2,4,Scotland Premier League,1474561
2013/2014,1,2,Scotland Premier League,1474565
2013/2014,3,2,Scotland Premier League,1474566
2013/2014,0,0,Scotland Premier League,1686203
2013/2014,3,3,Scotland Premier League,1686204
2013/2014,2,0,Scotland Premier League,1686205
2013/2014,1,2,Scotland Premier League,1686206
2013/2014,2,0,Scotland Premier League,1686207
2013/2014,2,0,Scotland Premier League,1686208
2013/2014,1,1,Scotland Premier League,1686209
2013/2014,1,1,Scotland Premier League,1686210
2013/2014,5,1,Scotland Premier League,1686211
2013/2014,2,1,Scotland Premier League,1686212
2013/2014,1,2,Scotland Premier League,1686213
2013/2014,6,0,Scotland Premier League,1686214
2013/2014,5,2,Scotland Premier League,1686215
2013/2014,1,1,Scotland Premier League,1686216
2013/2014,1,1,Scotland Premier League,1686217
2013/2014,2,1,Scotland Premier League,1686218
2013/2014,1,0,Scotland Premier League,1686219
2013/2014,5,0,Scotland Premier League,1686220
2013/2014,1,3,Scotland Premier League,1686221
2013/2014,1,0,Scotland Premier League,1686222
2013/2014,2,4,Scotland Premier League,1686223
2013/2014,1,0,Scotland Premier League,1686224
2013/2014,2,1,Scotland Premier League,1686225
2013/2014,3,3,Scotland Premier League,1686226
2013/2014,0,1,Scotland Premier League,1686227
2013/2014,2,3,Scotland Premier League,1686228
2013/2014,1,1,Scotland Premier League,1686229
2013/2014,0,1,Scotland Premier League,1686230
2013/2014,3,1,Scotland Premier League,1686231
2013/2014,2,0,Scotland Premier League,1686232
2013/2014,2,2,Scotland Premier League,1474150
2013/2014,4,0,Scotland Premier League,1474152
2013/2014,2,1,Scotland Premier League,1474153
2013/2014,1,2,Scotland Premier League,1474155
2013/2014,1,0,Scotland Premier League,1474156
2013/2014,3,0,Scotland Premier League,1474158
2013/2014,0,0,Scotland Premier League,1474161
2013/2014,0,1,Scotland Premier League,1474163
2013/2014,0,0,Scotland Premier League,1474164
2013/2014,2,0,Scotland Premier League,1474166
2013/2014,2,1,Scotland Premier League,1474167
2013/2014,1,2,Scotland Premier League,1474169
2013/2014,1,3,Scotland Premier League,1474186
2013/2014,1,2,Scotland Premier League,1474188
2013/2014,0,3,Scotland Premier League,1474189
2013/2014,2,4,Scotland Premier League,1474190
2013/2014,1,2,Scotland Premier League,1474192
2013/2014,0,1,Scotland Premier League,1474194
2013/2014,1,0,Scotland Premier League,1474196
2013/2014,2,1,Scotland Premier League,1474198
2013/2014,2,2,Scotland Premier League,1474201
2013/2014,2,0,Scotland Premier League,1474203
2013/2014,1,1,Scotland Premier League,1474204
2013/2014,2,1,Scotland Premier League,1474205
2013/2014,0,0,Scotland Premier League,1474199
2013/2014,3,0,Scotland Premier League,1474215
2013/2014,2,5,Scotland Premier League,1474217
2013/2014,3,1,Scotland Premier League,1474218
2013/2014,1,1,Scotland Premier League,1474220
2013/2014,1,1,Scotland Premier League,1474222
2013/2014,2,0,Scotland Premier League,1474225
2013/2014,1,0,Scotland Premier League,1474226
2013/2014,0,2,Scotland Premier League,1474228
2013/2014,0,1,Scotland Premier League,1474229
2013/2014,1,0,Scotland Premier League,1474230
2013/2014,4,0,Scotland Premier League,1474232
2014/2015,0,3,Scotland Premier League,1726019
2014/2015,1,0,Scotland Premier League,1726020
2014/2015,1,1,Scotland Premier League,1726021
2014/2015,0,2,Scotland Premier League,1726022
2014/2015,1,0,Scotland Premier League,1726023
2014/2015,1,2,Scotland Premier League,1726024
2014/2015,1,0,Scotland Premier League,1726073
2014/2015,3,0,Scotland Premier League,1726074
2014/2015,1,3,Scotland Premier League,1726075
2014/2015,0,5,Scotland Premier League,1726076
2014/2015,1,2,Scotland Premier League,1726077
2014/2015,0,1,Scotland Premier League,1726078
2014/2015,1,0,Scotland Premier League,1726079
2014/2015,2,0,Scotland Premier League,1726080
2014/2015,2,0,Scotland Premier League,1726081
2014/2015,1,0,Scotland Premier League,1726082
2014/2015,0,0,Scotland Premier League,1726083
2014/2015,2,2,Scotland Premier League,1726084
2014/2015,1,0,Scotland Premier League,1726085
2014/2015,3,0,Scotland Premier League,1726086
2014/2015,3,3,Scotland Premier League,1726087
2014/2015,1,3,Scotland Premier League,1726088
2014/2015,0,1,Scotland Premier League,1726089
2014/2015,2,1,Scotland Premier League,1726090
2014/2015,1,2,Scotland Premier League,1726091
2014/2015,1,1,Scotland Premier League,1726092
2014/2015,4,2,Scotland Premier League,1726093
2014/2015,0,3,Scotland Premier League,1726094
2014/2015,1,0,Scotland Premier League,1726095
2014/2015,0,1,Scotland Premier League,1726096
2014/2015,2,1,Scotland Premier League,1726097
2014/2015,3,1,Scotland Premier League,1726098
2014/2015,3,0,Scotland Premier League,1726099
2014/2015,3,1,Scotland Premier League,1726100
2014/2015,0,1,Scotland Premier League,1726101
2014/2015,2,1,Scotland Premier League,1726102
2014/2015,3,0,Scotland Premier League,1726103
2014/2015,1,2,Scotland Premier League,1726104
2014/2015,0,1,Scotland Premier League,1726105
2014/2015,1,1,Scotland Premier League,1726106
2014/2015,2,3,Scotland Premier League,1726107
2014/2015,0,1,Scotland Premier League,1726108
2014/2015,4,1,Scotland Premier League,1726109
2014/2015,0,2,Scotland Premier League,1726110
2014/2015,2,1,Scotland Premier League,1726111
2014/2015,0,4,Scotland Premier League,1726112
2014/2015,0,1,Scotland Premier League,1726113
2014/2015,2,2,Scotland Premier League,1726114
2014/2015,1,0,Scotland Premier League,1726115
2014/2015,2,1,Scotland Premier League,1726116
2014/2015,1,1,Scotland Premier League,1726117
2014/2015,0,1,Scotland Premier League,1726118
2014/2015,1,0,Scotland Premier League,1726119
2014/2015,0,1,Scotland Premier League,1726120
2014/2015,0,0,Scotland Premier League,1726121
2014/2015,1,3,Scotland Premier League,1726122
2014/2015,0,1,Scotland Premier League,1726123
2014/2015,1,0,Scotland Premier League,1726124
2014/2015,1,0,Scotland Premier League,1726125
2014/2015,2,1,Scotland Premier League,1726126
2014/2015,2,0,Scotland Premier League,1726127
2014/2015,6,2,Scotland Premier League,1726128
2014/2015,5,0,Scotland Premier League,1726129
2014/2015,0,3,Scotland Premier League,1726130
2014/2015,1,3,Scotland Premier League,1726131
2014/2015,1,2,Scotland Premier League,1726132
2014/2015,1,0,Scotland Premier League,1726025
2014/2015,0,0,Scotland Premier League,1726026
2014/2015,0,2,Scotland Premier League,1726027
2014/2015,4,0,Scotland Premier League,1726028
2014/2015,0,3,Scotland Premier League,1726029
2014/2015,0,2,Scotland Premier League,1726030
2014/2015,1,1,Scotland Premier League,1726133
2014/2015,1,0,Scotland Premier League,1726134
2014/2015,0,2,Scotland Premier League,1726135
2014/2015,0,2,Scotland Premier League,1726136
2014/2015,2,2,Scotland Premier League,1726137
2014/2015,0,1,Scotland Premier League,1726138
2014/2015,0,1,Scotland Premier League,1726139
2014/2015,4,1,Scotland Premier League,1726140
2014/2015,2,3,Scotland Premier League,1726141
2014/2015,1,2,Scotland Premier League,1726142
2014/2015,1,0,Scotland Premier League,1726143
2014/2015,0,2,Scotland Premier League,1726144
2014/2015,3,3,Scotland Premier League,1726145
2014/2015,1,1,Scotland Premier League,1726146
2014/2015,0,2,Scotland Premier League,1726147
2014/2015,1,1,Scotland Premier League,1726148
2014/2015,1,2,Scotland Premier League,1726149
2014/2015,2,0,Scotland Premier League,1726150
2014/2015,4,0,Scotland Premier League,1726151
2014/2015,4,0,Scotland Premier League,1726152
2014/2015,1,0,Scotland Premier League,1726153
2014/2015,2,0,Scotland Premier League,1726154
2014/2015,5,0,Scotland Premier League,1726155
2014/2015,1,1,Scotland Premier League,1726156
2014/2015,3,1,Scotland Premier League,1726157
2014/2015,0,2,Scotland Premier League,1726158
2014/2015,2,2,Scotland Premier League,1726159
2014/2015,0,1,Scotland Premier League,1726160
2014/2015,1,1,Scotland Premier League,1726161
2014/2015,1,2,Scotland Premier League,1726162
2014/2015,1,0,Scotland Premier League,1726163
2014/2015,4,1,Scotland Premier League,1726164
2014/2015,1,1,Scotland Premier League,1726165
2014/2015,1,1,Scotland Premier League,1726166
2014/2015,1,1,Scotland Premier League,1726167
2014/2015,0,1,Scotland Premier League,1726168
2014/2015,1,0,Scotland Premier League,1726169
2014/2015,0,3,Scotland Premier League,1726170
2014/2015,3,2,Scotland Premier League,1726171
2014/2015,3,2,Scotland Premier League,1726172
2014/2015,1,2,Scotland Premier League,1726173
2014/2015,1,2,Scotland Premier League,1726174
2014/2015,3,0,Scotland Premier League,1726175
2014/2015,4,0,Scotland Premier League,1726176
2014/2015,0,2,Scotland Premier League,1726177
2014/2015,3,3,Scotland Premier League,1726178
2014/2015,0,1,Scotland Premier League,1726179
2014/2015,1,3,Scotland Premier League,1726180
2014/2015,4,0,Scotland Premier League,1726181
2014/2015,0,2,Scotland Premier League,1726182
2014/2015,2,1,Scotland Premier League,1726183
2014/2015,1,0,Scotland Premier League,1726184
2014/2015,0,0,Scotland Premier League,1726185
2014/2015,1,0,Scotland Premier League,1726186
2014/2015,2,1,Scotland Premier League,1726187
2014/2015,1,2,Scotland Premier League,1726188
2014/2015,2,2,Scotland Premier League,1726189
2014/2015,2,1,Scotland Premier League,1726190
2014/2015,1,0,Scotland Premier League,1726191
2014/2015,3,0,Scotland Premier League,1726192
2014/2015,2,2,Scotland Premier League,1726031
2014/2015,6,1,Scotland Premier League,1726032
2014/2015,1,1,Scotland Premier League,1726033
2014/2015,1,0,Scotland Premier League,1726034
2014/2015,0,2,Scotland Premier League,1726035
2014/2015,1,2,Scotland Premier League,1726036
2014/2015,3,0,Scotland Premier League,1726193
2014/2015,1,1,Scotland Premier League,1726194
2014/2015,4,0,Scotland Premier League,1726195
2014/2015,1,0,Scotland Premier League,1726196
2014/2015,2,1,Scotland Premier League,1726197
2014/2015,2,0,Scotland Premier League,1726198
2014/2015,0,0,Scotland Premier League,1726199
2014/2015,1,2,Scotland Premier League,1726200
2014/2015,1,1,Scotland Premier League,1726201
2014/2015,1,1,Scotland Premier League,1726202
2014/2015,1,2,Scotland Premier League,1726203
2014/2015,0,2,Scotland Premier League,1726204
2014/2015,1,0,Scotland Premier League,1726205
2014/2015,3,1,Scotland Premier League,1726206
2014/2015,0,0,Scotland Premier League,1726207
2014/2015,5,0,Scotland Premier League,1726208
2014/2015,1,0,Scotland Premier League,1726209
2014/2015,2,0,Scotland Premier League,1726216
2014/2015,1,0,Scotland Premier League,1726210
2014/2015,1,1,Scotland Premier League,1726211
2014/2015,1,2,Scotland Premier League,1726212
2014/2015,2,0,Scotland Premier League,1726213
2014/2015,1,0,Scotland Premier League,1726214
2014/2015,0,3,Scotland Premier League,1726215
2014/2015,2,0,Scotland Premier League,1955042
2014/2015,0,2,Scotland Premier League,1955043
2014/2015,1,2,Scotland Premier League,1955044
2014/2015,1,2,Scotland Premier League,1955045
2014/2015,4,1,Scotland Premier League,1955046
2014/2015,0,3,Scotland Premier League,1955047
2014/2015,5,0,Scotland Premier League,1955048
2014/2015,1,0,Scotland Premier League,1955049
2014/2015,2,3,Scotland Premier League,1955050
2014/2015,1,1,Scotland Premier League,1955051
2014/2015,3,0,Scotland Premier League,1955052
2014/2015,1,1,Scotland Premier League,1955053
2014/2015,3,1,Scotland Premier League,1955054
2014/2015,0,1,Scotland Premier League,1955055
2014/2015,1,1,Scotland Premier League,1955056
2014/2015,1,2,Scotland Premier League,1955057
2014/2015,1,1,Scotland Premier League,1955058
2014/2015,0,1,Scotland Premier League,1955059
2014/2015,0,0,Scotland Premier League,1955060
2014/2015,1,1,Scotland Premier League,1955061
2014/2015,1,4,Scotland Premier League,1955062
2014/2015,2,1,Scotland Premier League,1955063
2014/2015,2,1,Scotland Premier League,1955064
2014/2015,3,0,Scotland Premier League,1955079
2014/2015,1,0,Scotland Premier League,1955065
2014/2015,1,2,Scotland Premier League,1955066
2014/2015,0,0,Scotland Premier League,1955067
2014/2015,0,1,Scotland Premier League,1955068
2014/2015,5,0,Scotland Premier League,1955069
2014/2015,3,0,Scotland Premier League,1955070
2014/2015,2,1,Scotland Premier League,1726037
2014/2015,1,0,Scotland Premier League,1726038
2014/2015,2,0,Scotland Premier League,1726039
2014/2015,1,2,Scotland Premier League,1726040
2014/2015,1,0,Scotland Premier League,1726041
2014/2015,0,1,Scotland Premier League,1726042
2014/2015,2,0,Scotland Premier League,1726043
2014/2015,1,1,Scotland Premier League,1726044
2014/2015,4,0,Scotland Premier League,1726045
2014/2015,2,0,Scotland Premier League,1726046
2014/2015,0,1,Scotland Premier League,1726047
2014/2015,0,3,Scotland Premier League,1726048
2014/2015,2,1,Scotland Premier League,1726049
2014/2015,2,2,Scotland Premier League,1726050
2014/2015,2,1,Scotland Premier League,1726051
2014/2015,3,1,Scotland Premier League,1726052
2014/2015,1,2,Scotland Premier League,1726053
2014/2015,0,1,Scotland Premier League,1726054
2014/2015,3,0,Scotland Premier League,1726055
2014/2015,1,1,Scotland Premier League,1726056
2014/2015,1,4,Scotland Premier League,1726057
2014/2015,0,0,Scotland Premier League,1726058
2014/2015,2,1,Scotland Premier League,1726059
2014/2015,1,2,Scotland Premier League,1726060
2014/2015,3,2,Scotland Premier League,1726061
2014/2015,2,0,Scotland Premier League,1726062
2014/2015,3,0,Scotland Premier League,1726063
2014/2015,0,4,Scotland Premier League,1726064
2014/2015,2,1,Scotland Premier League,1726065
2014/2015,1,2,Scotland Premier League,1726066
2014/2015,0,1,Scotland Premier League,1726067
2014/2015,2,3,Scotland Premier League,1726068
2014/2015,1,1,Scotland Premier League,1726069
2014/2015,2,0,Scotland Premier League,1726070
2014/2015,3,1,Scotland Premier League,1726071
2014/2015,1,2,Scotland Premier League,1726072
2015/2016,2,0,Scotland Premier League,1990843
2015/2016,0,1,Scotland Premier League,1990844
2015/2016,0,0,Scotland Premier League,1990845
2015/2016,4,3,Scotland Premier League,1990846
2015/2016,0,1,Scotland Premier League,1990847
2015/2016,0,4,Scotland Premier League,1990848
2015/2016,1,5,Scotland Premier League,1990897
2015/2016,2,1,Scotland Premier League,1990898
2015/2016,1,2,Scotland Premier League,1990899
2015/2016,1,1,Scotland Premier League,1990900
2015/2016,3,0,Scotland Premier League,1990901
2015/2016,1,2,Scotland Premier League,1990902
2015/2016,0,1,Scotland Premier League,1990903
2015/2016,1,1,Scotland Premier League,1990904
2015/2016,2,0,Scotland Premier League,1990905
2015/2016,0,1,Scotland Premier League,1990906
2015/2016,2,0,Scotland Premier League,1990907
2015/2016,1,2,Scotland Premier League,1990908
2015/2016,1,1,Scotland Premier League,1990909
2015/2016,5,0,Scotland Premier League,1990910
2015/2016,1,2,Scotland Premier League,1990911
2015/2016,2,0,Scotland Premier League,1990912
2015/2016,0,1,Scotland Premier League,1990913
2015/2016,1,1,Scotland Premier League,1990914
2015/2016,3,1,Scotland Premier League,1990915
2015/2016,1,0,Scotland Premier League,1990916
2015/2016,2,4,Scotland Premier League,1990917
2015/2016,1,1,Scotland Premier League,1990918
2015/2016,0,1,Scotland Premier League,1990919
2015/2016,0,4,Scotland Premier League,1990920
2015/2016,2,0,Scotland Premier League,1990921
2015/2016,1,1,Scotland Premier League,1990922
2015/2016,2,0,Scotland Premier League,1990923
2015/2016,1,3,Scotland Premier League,1990924
2015/2016,1,4,Scotland Premier League,1990925
2015/2016,2,1,Scotland Premier League,1990926
2015/2016,0,0,Scotland Premier League,1990927
2015/2016,1,2,Scotland Premier League,1990928
2015/2016,1,1,Scotland Premier League,1990929
2015/2016,1,1,Scotland Premier League,1990930
2015/2016,2,1,Scotland Premier League,1990931
2015/2016,3,0,Scotland Premier League,1990932
2015/2016,3,1,Scotland Premier League,1990933
2015/2016,1,2,Scotland Premier League,1990934
2015/2016,1,3,Scotland Premier League,1990935
2015/2016,2,5,Scotland Premier League,1990936
2015/2016,2,2,Scotland Premier League,1990937
2015/2016,1,1,Scotland Premier League,1990938
2015/2016,8,1,Scotland Premier League,1990939
2015/2016,0,2,Scotland Premier League,1990940
2015/2016,2,0,Scotland Premier League,1990941
2015/2016,1,1,Scotland Premier League,1990942
2015/2016,1,0,Scotland Premier League,1990943
2015/2016,2,3,Scotland Premier League,1990944
2015/2016,1,0,Scotland Premier League,1990945
2015/2016,0,1,Scotland Premier League,1990946
2015/2016,1,3,Scotland Premier League,1990947
2015/2016,2,1,Scotland Premier League,1990948
2015/2016,3,1,Scotland Premier League,1990949
2015/2016,0,3,Scotland Premier League,1990950
2015/2016,1,2,Scotland Premier League,1990951
2015/2016,4,0,Scotland Premier League,1990952
2015/2016,2,2,Scotland Premier League,1990953
2015/2016,0,4,Scotland Premier League,1990954
2015/2016,1,0,Scotland Premier League,1990955
2015/2016,0,0,Scotland Premier League,1990956
2015/2016,2,0,Scotland Premier League,1990849
2015/2016,1,2,Scotland Premier League,1990850
2015/2016,0,2,Scotland Premier League,1990851
2015/2016,0,2,Scotland Premier League,1990852
2015/2016,2,0,Scotland Premier League,1990853
2015/2016,1,1,Scotland Premier League,1990854
2015/2016,2,2,Scotland Premier League,1990957
2015/2016,0,3,Scotland Premier League,1990958
2015/2016,0,1,Scotland Premier League,1990959
2015/2016,2,2,Scotland Premier League,1990960
2015/2016,2,0,Scotland Premier League,1990961
2015/2016,5,2,Scotland Premier League,1990962
2015/2016,0,0,Scotland Premier League,1990963
2015/2016,0,0,Scotland Premier League,1990964
2015/2016,3,4,Scotland Premier League,1990965
2015/2016,3,2,Scotland Premier League,1990966
2015/2016,2,0,Scotland Premier League,1990967
2015/2016,3,2,Scotland Premier League,1990968
2015/2016,1,0,Scotland Premier League,1990969
2015/2016,2,1,Scotland Premier League,1990970
2015/2016,2,0,Scotland Premier League,1990971
2015/2016,2,2,Scotland Premier League,1990972
2015/2016,3,3,Scotland Premier League,1990973
2015/2016,3,4,Scotland Premier League,1990974
2015/2016,1,4,Scotland Premier League,1990975
2015/2016,6,0,Scotland Premier League,1990976
2015/2016,2,1,Scotland Premier League,1990977
2015/2016,2,4,Scotland Premier League,1990978
2015/2016,2,3,Scotland Premier League,1990979
2015/2016,0,0,Scotland Premier League,1990980
2015/2016,0,0,Scotland Premier League,1990981
2015/2016,0,0,Scotland Premier League,1990982
2015/2016,1,2,Scotland Premier League,1990983
2015/2016,1,0,Scotland Premier League,1990984
2015/2016,3,1,Scotland Premier League,1990985
2015/2016,5,1,Scotland Premier League,1990986
2015/2016,2,1,Scotland Premier League,1990987
2015/2016,2,2,Scotland Premier League,1990988
2015/2016,0,1,Scotland Premier League,1990989
2015/2016,1,0,Scotland Premier League,1990990
2015/2016,0,3,Scotland Premier League,1990991
2015/2016,1,0,Scotland Premier League,1990992
2015/2016,2,0,Scotland Premier League,1990993
2015/2016,2,0,Scotland Premier League,1990994
2015/2016,0,0,Scotland Premier League,1990995
2015/2016,1,0,Scotland Premier League,1990996
2015/2016,3,1,Scotland Premier League,1990997
2015/2016,0,2,Scotland Premier League,1990998
2015/2016,3,0,Scotland Premier League,1990999
2015/2016,2,1,Scotland Premier League,1991000
2015/2016,0,0,Scotland Premier League,1991001
2015/2016,1,2,Scotland Premier League,1991002
2015/2016,2,1,Scotland Premier League,1991003
2015/2016,2,1,Scotland Premier League,1991004
2015/2016,1,1,Scotland Premier League,1991005
2015/2016,1,1,Scotland Premier League,1991006
2015/2016,1,1,Scotland Premier League,1991007
2015/2016,1,0,Scotland Premier League,1991008
2015/2016,3,1,Scotland Premier League,1991009
2015/2016,0,3,Scotland Premier League,1991010
2015/2016,0,0,Scotland Premier League,1991011
2015/2016,0,1,Scotland Premier League,1991012
2015/2016,0,1,Scotland Premier League,1991013
2015/2016,0,0,Scotland Premier League,1991014
2015/2016,0,2,Scotland Premier League,1991015
2015/2016,1,2,Scotland Premier League,1991016
2015/2016,1,0,Scotland Premier League,1990855
2015/2016,2,2,Scotland Premier League,1990856
2015/2016,2,0,Scotland Premier League,1990857
2015/2016,0,0,Scotland Premier League,1990858
2015/2016,2,2,Scotland Premier League,1990859
2015/2016,1,1,Scotland Premier League,1990860
2015/2016,2,1,Scotland Premier League,1991017
2015/2016,0,1,Scotland Premier League,1991018
2015/2016,0,1,Scotland Premier League,1991019
2015/2016,2,1,Scotland Premier League,1991020
2015/2016,1,2,Scotland Premier League,1991021
2015/2016,1,1,Scotland Premier League,1991022
2015/2016,2,2,Scotland Premier League,1991023
2015/2016,1,2,Scotland Premier League,1991024
2015/2016,0,3,Scotland Premier League,1991025
2015/2016,0,1,Scotland Premier League,1991026
2015/2016,2,1,Scotland Premier League,1991027
2015/2016,0,3,Scotland Premier League,1991028
2015/2016,3,0,Scotland Premier League,1991029
2015/2016,3,1,Scotland Premier League,1991030
2015/2016,5,2,Scotland Premier League,1991031
2015/2016,1,2,Scotland Premier League,1991032
2015/2016,0,0,Scotland Premier League,1991033
2015/2016,0,1,Scotland Premier League,1991034
2015/2016,0,2,Scotland Premier League,1991035
2015/2016,2,1,Scotland Premier League,1991036
2015/2016,2,1,Scotland Premier League,1991037
2015/2016,3,0,Scotland Premier League,1991038
2015/2016,1,2,Scotland Premier League,1991039
2015/2016,1,0,Scotland Premier League,1991040
2015/2016,3,0,Scotland Premier League,2216643
2015/2016,1,0,Scotland Premier League,2216644
2015/2016,1,2,Scotland Premier League,2216645
2015/2016,3,1,Scotland Premier League,2216646
2015/2016,1,1,Scotland Premier League,2216647
2015/2016,1,3,Scotland Premier League,2216648
2015/2016,1,3,Scotland Premier League,2216649
2015/2016,4,1,Scotland Premier League,2216650
2015/2016,0,4,Scotland Premier League,2216651
2015/2016,1,4,Scotland Premier League,2216652
2015/2016,0,1,Scotland Premier League,2216653
2015/2016,2,1,Scotland Premier League,2216654
2015/2016,2,3,Scotland Premier League,2216655
2015/2016,0,1,Scotland Premier League,2216656
2015/2016,1,1,Scotland Premier League,2216657
2015/2016,0,2,Scotland Premier League,2216658
2015/2016,1,2,Scotland Premier League,2216659
2015/2016,3,2,Scotland Premier League,2216660
2015/2016,3,3,Scotland Premier League,2216661
2015/2016,2,1,Scotland Premier League,2216662
2015/2016,1,1,Scotland Premier League,2216663
2015/2016,0,1,Scotland Premier League,2216664
2015/2016,1,3,Scotland Premier League,2216665
2015/2016,0,1,Scotland Premier League,2216666
2015/2016,4,0,Scotland Premier League,2216667
2015/2016,2,4,Scotland Premier League,2216668
2015/2016,2,2,Scotland Premier League,2216669
2015/2016,0,4,Scotland Premier League,2216670
2015/2016,7,0,Scotland Premier League,2216671
2015/2016,2,2,Scotland Premier League,2216672
2015/2016,4,2,Scotland Premier League,1990861
2015/2016,2,1,Scotland Premier League,1990862
2015/2016,4,0,Scotland Premier League,1990863
2015/2016,1,2,Scotland Premier League,1990864
2015/2016,2,2,Scotland Premier League,1990865
2015/2016,1,2,Scotland Premier League,1990866
2015/2016,2,0,Scotland Premier League,1990867
2015/2016,1,3,Scotland Premier League,1990868
2015/2016,3,0,Scotland Premier League,1990869
2015/2016,0,2,Scotland Premier League,1990870
2015/2016,0,4,Scotland Premier League,1990871
2015/2016,2,1,Scotland Premier League,1990872
2015/2016,3,1,Scotland Premier League,1990873
2015/2016,1,1,Scotland Premier League,1990874
2015/2016,3,2,Scotland Premier League,1990875
2015/2016,1,0,Scotland Premier League,1990876
2015/2016,0,2,Scotland Premier League,1990877
2015/2016,2,1,Scotland Premier League,1990878
2015/2016,2,1,Scotland Premier League,1990879
2015/2016,1,2,Scotland Premier League,1990880
2015/2016,2,0,Scotland Premier League,1990881
2015/2016,1,1,Scotland Premier League,1990882
2015/2016,0,1,Scotland Premier League,1990883
2015/2016,4,1,Scotland Premier League,1990884
2015/2016,6,0,Scotland Premier League,1990885
2015/2016,1,1,Scotland Premier League,1990886
2015/2016,1,0,Scotland Premier League,1990887
2015/2016,1,3,Scotland Premier League,1990888
2015/2016,2,1,Scotland Premier League,1990889
2015/2016,1,0,Scotland Premier League,1990890
2015/2016,0,0,Scotland Premier League,1990891
2015/2016,3,3,Scotland Premier League,1990892
2015/2016,2,1,Scotland Premier League,1990893
2015/2016,1,2,Scotland Premier League,1990894
2015/2016,2,1,Scotland Premier League,1990895
2015/2016,2,1,Scotland Premier League,1990896
2008/2009,3,0,Spain LIGA BBVA,530023
2008/2009,1,1,Spain LIGA BBVA,530084
2008/2009,2,1,Spain LIGA BBVA,530085
2008/2009,1,0,Spain LIGA BBVA,530086
2008/2009,1,1,Spain LIGA BBVA,530087
2008/2009,1,2,Spain LIGA BBVA,530088
2008/2009,0,1,Spain LIGA BBVA,530089
2008/2009,1,0,Spain LIGA BBVA,530090
2008/2009,1,3,Spain LIGA BBVA,530091
2008/2009,4,0,Spain LIGA BBVA,530092
2008/2009,1,0,Spain LIGA BBVA,530233
2008/2009,1,0,Spain LIGA BBVA,530234
2008/2009,2,4,Spain LIGA BBVA,530235
2008/2009,1,0,Spain LIGA BBVA,530236
2008/2009,0,0,Spain LIGA BBVA,530237
2008/2009,2,1,Spain LIGA BBVA,530238
2008/2009,4,3,Spain LIGA BBVA,530239
2008/2009,6,0,Spain LIGA BBVA,530240
2008/2009,0,3,Spain LIGA BBVA,530241
2008/2009,3,3,Spain LIGA BBVA,530242
2008/2009,3,1,Spain LIGA BBVA,530243
2008/2009,2,3,Spain LIGA BBVA,530244
2008/2009,3,4,Spain LIGA BBVA,530245
2008/2009,4,1,Spain LIGA BBVA,530246
2008/2009,2,0,Spain LIGA BBVA,530247
2008/2009,2,1,Spain LIGA BBVA,530248
2008/2009,2,2,Spain LIGA BBVA,530249
2008/2009,1,0,Spain LIGA BBVA,530250
2008/2009,0,2,Spain LIGA BBVA,530251
2008/2009,0,2,Spain LIGA BBVA,530252
2008/2009,3,0,Spain LIGA BBVA,530253
2008/2009,0,3,Spain LIGA BBVA,530254
2008/2009,1,1,Spain LIGA BBVA,530255
2008/2009,0,0,Spain LIGA BBVA,530256
2008/2009,3,1,Spain LIGA BBVA,530257
2008/2009,3,1,Spain LIGA BBVA,530258
2008/2009,2,2,Spain LIGA BBVA,530259
2008/2009,1,0,Spain LIGA BBVA,530260
2008/2009,1,1,Spain LIGA BBVA,530261
2008/2009,1,2,Spain LIGA BBVA,530262
2008/2009,0,1,Spain LIGA BBVA,530263
2008/2009,1,2,Spain LIGA BBVA,530324
2008/2009,0,1,Spain LIGA BBVA,530325
2008/2009,4,1,Spain LIGA BBVA,530326
2008/2009,3,2,Spain LIGA BBVA,530327
2008/2009,3,0,Spain LIGA BBVA,530328
2008/2009,0,3,Spain LIGA BBVA,530329
2008/2009,4,2,Spain LIGA BBVA,530330
2008/2009,3,1,Spain LIGA BBVA,530331
2008/2009,2,0,Spain LIGA BBVA,530332
2008/2009,2,0,Spain LIGA BBVA,530333
2008/2009,3,3,Spain LIGA BBVA,530334
2008/2009,2,3,Spain LIGA BBVA,530335
2008/2009,3,3,Spain LIGA BBVA,530336
2008/2009,4,0,Spain LIGA BBVA,530337
2008/2009,2,1,Spain LIGA BBVA,530338
2008/2009,1,1,Spain LIGA BBVA,530339
